watch_name,type_gender,brand,watch_color,watch_size,length_of_band,price
Chanel J12 Moon Phase Ceramic Watch (H3404),M,Chanel,white,15.0,3.0,6100.0
Breitling Avenger Steel Watch (A17318),M,BREITLING,steel,16.0,43.0,3000.0
Baume & Mercier Clifton Steel Watch,M,,other,17.0,4.0,950.0
Montblanc Timewalker Steel Watch,M,,steel,17.0,4.0,1400.0
Hermes Tandem Diamond Gold Watch (AC1.192),F,Hermes,other,17.0,10.0,3200.0
Panerai Luminor Marina Steel Watch (PAM01313),M,PANERAI,other,21.0,44.0,7100.0
Tag Heuer Formula 1 Steel Watch (WAZ1110),M,Tagheuer,steel,17.0,41.0,750.0
Breitling Premier Steel Watch (A45340),M,BREITLING,black,20.0,4.0,3800.0
Montblanc Profile Steel Watch,F,MontBlanc,steel,16.0,24.5,400.0
Tag Heuer Formula 1 Steel Watch (WAH1010),M,Tagheuer,steel,17.0,43.0,600.0
Tag Heuer Aquaracer Steel Watch (WBD1310),F,Tagheuer,steel,17.0,33.0,950.0
Panerai Luminor Marina Steel Watch (PAM01392),M,PANERAI,black,21.0,42.0,6400.0
Hermes H Hour Gold Plated Watch (HH1.101),F,Hermes,brown,16.0,17.0,2000.0
Cartier Ballon Bleu Gold Watch,Both,Cartier,other,19.0,36.0,10300.0
Bell & Ross Silver Watch (BR WW1-70-AG),M,Bell & Rose,other,20.0,41.0,2200.0
Chaumet Class One diamond watch,F,Chaumet,black,15.0,33.0,3800.0
Rolex GMT Master 2 Combi Watch (126711CHNR),M,Rolex,pink combination,18.0,40.0,31000.0
Hermes Cape Cod Two Strap Steel Watch (CC1.210),F,Hermes,brown,15.0,28.0,2000.0
Hublot Classic Fusion Chrono Titanium Watch,M,HUBLOT,black,19.0,44.0,8700.0
Piaget Altiprano Ultra Thin Gold Watch,M,Piaget,other,16.0,34.0,14500.0
IWC Portuguese Watch (IW371438),M,IWC,black,16.0,40.0,5500.0
Tag Heuer Aquaracer Steel Watch (WBD1310),F,Tagheuer,steel,15.0,33.0,1150.0
Cartier Solo Tank Steel Watch,F,Cartier,green,17.0,27.5,2600.0
Gucci Steel Watch (126.5),F,Gucci,steel,14.0,27.0,400.0
Rolex Combi Watch (126331),M,Rolex,pink combination,18.0,41.0,19000.0
Rolex Airking Steel Watch (114210),M,Rolex,steel,17.0,34.0,5500.0
Rolex Datejust Steel Watch (116234),M,Rolex,steel,16.0,36.0,9500.0
Rolex Submariner Combi Watch (126613LN),M,Rolex,yellow combination,18.0,41.0,24000.0
Rolex Datejust 10P Diamond Steel Watch (279174),F,Rolex,steel,15.0,28.0,12000.0
Fendi Steel Watch (107),F,Fendi,steel,15.0,27.5,650.0
Jaeger Lecoultre Rendezvous Diamond Steel Watch (Q3448421),F,Jaeger leCoultre,black,18.0,34.0,13500.0
Cartier New Benoit Gold Watch,F,Cartier,black,16.0,27.0,8000.0
Chanel Premier Steel Watch,F,Chanel,steel,16.0,24.0,2400.0
Franck Muller Sunset Gold Watch (5850SC),M,Franck Muller,brown,19.0,38.5,6000.0
Rolex Datejust Steel Watch (116234),M,Rolex,steel,15.0,36.0,10000.0
Cartier Santos Combi Watch (Small),F,Cartier,yellow combination,13.0,24.0,2400.0
Louis Vuitton Tambour Diamond Steel Watch (Q151G),F,Louis Vuitton,steel,15.0,1.0,2800.0
Cartier Tank Solo Steel Watch (W5200005),F,Cartier,brown,17.0,27.5,2950.0
Rolex GMT Master 2 Steel Watch (116710BLNR),M,Rolex,steel,16.0,40.0,22000.0
Cartier Must Tank Diamond Steel Watch (W4TA0016),F,Cartier,green,16.0,26.0,6800.0
Piaget Possession Diamond Gold Watch (G0A44282),F,Piaget,blue,16.0,29.0,14700.0
Omega Seamaster Planet Ocean Chrono Combi Watch (215.20.46),M,OMEGA,pink combination,18.0,45.0,14700.0
Rolex Datejust Combination Watch (279173),F,Rolex,yellow combination,15.0,28.0,11800.0
Rolex Datejust 10P Diamond Steel Watch (178274),F,Rolex,steel,13.0,31.0,10800.0
Cartier Solo Tank Steel Watch,Both,Cartier,steel,15.0,31.0,2900.0
Cartier American Tank Diamond Gold Watch,F,Cartier,blue,17.0,31.5,11400.0
Rolex Daytona Gold Watch (116508),M,Rolex,other,20.0,40.0,125000.0
Louis Vuitton Tambour Chrono Steel Watch (Q112F),M,Louis Vuitton,other,20.0,41.0,2137.0
Cartier Must Tank Vermeil Gold Plated Watch,F,Cartier,green,16.0,26.5,2630.0
Rolex Steel Watch (279174),F,Rolex,steel,14.0,28.0,8900.0
Hermes H Hour Watch (HH1.210),F,Hermes,brown,15.0,21.0,1600.0
IWC Pilot Chrono Steel Watch,M,IWC,black,18.0,43.0,4800.0
Rolex Steel Watch (76080),F,Rolex,steel,17.0,25.0,3700.0
Tag Heuer Carrera Chrono Steel Watch (CV2A1AB),M,Tagheuer,steel,17.0,43.0,2200.0
Chaumet Caseys Steel Watch,F,Chaumet,steel,13.0,19.5,920.0
Hermes Cape Cod Two Strap Steel Watch (CC1.210),F,Hermes,blue,15.0,28.0,1800.0
Hermes H Hour Gold Plated Watch (HH1.501),Both,Hermes,black,17.0,30.5,1800.0
Gucci Steel Watch (126.4),M,Gucci,white,19.0,38.0,350.0
Gucci Steel Watch (126.4),M,Gucci,steel,17.0,38.0,450.0
Hamilton Jazzmaster Steel Watch (H32705141),M,,brown,16.0,42.0,600.0
Breitling Avenger Steel Watch (A17318),M,BREITLING,steel,18.0,43.0,3000.0
Rolex 10P Diamond Combi Watch (116231),Both,Rolex,pink combination,17.0,36.0,12900.0
Fendi Steel Watch (3800L),F,Fendi,steel,15.0,24.0,200.0
Tag Heuer Aquaracer Steel Watch (WBP231C),Both,Tagheuer,steel,17.0,36.0,2050.0
Omega Constellation Steel Watch,F,OMEGA,steel,13.0,25.0,1300.0
Omega Seamaster Diver300 Steel Watch (210.30.42),M,OMEGA,black,21.0,42.0,5100.0
Tag Heuer Carrera Chrono Steel Watch (CV2A11),M,Tagheuer,steel,18.0,43.0,2250.0
Gucci Steel Watch (126.4),M,Gucci,steel,17.0,38.0,350.0
Cartier Ballon Bleu Diamond Combi Watch,Both,Cartier,pink combination,16.0,36.0,11500.0
Hermes H Hour Gold Plated Watch (HH1.101),F,Hermes,brown,16.0,17.0,1900.0
Gucci Steel Watch (6800L),F,Gucci,steel,15.0,19.0,120.0
Hamilton Broadway Chrono Steel Watch (H43516131),M,,steel,20.0,43.0,700.0
Breitling Avenger 2 GMT Steel Watch (A32390),M,BREITLING,steel,17.0,42.0,2750.0
Breitling Superocean 2 Steel Watch (A17392),M,BREITLING,steel,18.0,44.0,3300.0
IWC Pilot Little Prince Chrono Steel Watch (IW377706),M,IWC,steel,18.0,43.0,5500.0
Omega Constellation Diamond Combi Watch (131.20.25),F,OMEGA,pink combination,13.0,26.0,3100.0
Louis Vuitton Tambour Steel Watch (QA115),F,Louis Vuitton,other,18.0,28.0,2000.0
Gucci Dive Steel Watch (136.2),M,Gucci,other,21.0,45.0,500.0
Tag Heuer Carrera Diamond Steel Watch (WV1411),F,Tagheuer,steel,15.0,27.0,800.0
Patek Philippe Calatrava Gold Watch,F,PATEK PHILIPPE,yellow gold,15.0,25.0,9600.0
Louis Vuitton Tambour Diamond Steel Watch (Q12MG),F,Louis Vuitton,black,18.0,28.0,1600.0
Cartier Longe Steel Watch,F,Cartier,black,15.0,29.0,2200.0
Graham Chronograph Steel Watch,M,Graham,brown,21.0,47.0,2300.0
Tag Heuer Aquaracer Steel Watch (WAY111C),M,Tagheuer,steel,18.0,41.0,1500.0
Tag Heuer Aquaracer Steel Watch (WAP2010),M,Tagheuer,steel,17.0,42.0,900.0
Hermes Clipper Gold Plated Combi Watch (CL4.220),F,Hermes,other,14.0,24.0,470.0
Chaumet Caseys Steel Watch,F,Chaumet,steel,15.0,19.5,970.0
Omega Deville Steel Watch,Both,OMEGA,steel,16.0,35.0,750.0
Baume & Mercier Linea Diamond Steel Watch (65690),F,,steel,16.0,27.0,1050.0
Chaumet Caseys Steel Watch,F,Chaumet,steel,16.0,30.0,1050.0
Louis Vuitton Tambour Diamond Steel Watch (Q151G),F,Louis Vuitton,steel,16.0,18.0,4512.0
Rolex Explorer Steel Watch (214270),M,Rolex,steel,17.0,39.0,8800.0
Rolex Submariner Steel Watch (116610LV),M,Rolex,steel,18.0,40.0,28900.0
Rolex Datejust Combination Watch (126333),M,Rolex,yellow combination,18.0,41.0,16600.0
Hublot Classic Fusion Aerofusion Chrono Gold Watch (525.OX.0180.LR),M,HUBLOT,black,18.0,45.0,24800.0
Rolex Submariner Combination Watch (116613),M,Rolex,yellow combination,16.0,40.0,16800.0
Rolex Day-Date Gold Watch (228239),M,Rolex,other,16.0,40.0,78500.0
Cartier Tank Francaise Diamond Steel Watch,F,Cartier,steel,14.0,22.5,5800.0
Chanel J12 Ceramic Watch (H7122),Both,Chanel,black,15.0,39.0,8000.0
Cartier Ballon Blue Gold Watch (WGBB0016),M,Cartier,other,17.0,42.0,34500.0
Rolex Datejust 41 Combi Watch (126333),M,Rolex,yellow combination,17.0,41.0,19800.0
Rolex Day Date Diamond Gold Watch (128348),M,Rolex,yellow gold,17.0,36.0,61500.0
Montblanc Star Legacy Steel Watch (116511),M,MontBlanc,black,21.0,42.0,1400.0
Louis Vuitton Tambour Steel Watch (QA061),F,Louis Vuitton,other,18.0,34.0,2300.0
Breitling Superocean Steel Watch (A17366),M,BREITLING,steel,16.0,41.0,3150.0
IWC Ingenieur Chrono Gold Watch (IW380803),M,IWC,black,18.0,42.0,14500.0
Audemars Piguet Royal Oak Steel Watch (15400),M,Audemars Piguet,steel,16.0,41.0,51000.0
Breitling Chronomat Chrono Combi Watch (UB0134),M,BREITLING,pink combination,15.0,42.0,9750.0
Piaget Emperado Gold Watch,M,Piaget,grey,19.0,36.5,7600.0
Hermes Gallup Dermes Diamond Steel Watch (GA1.230),F,Hermes,blue,16.0,33.5,7200.0
Cartier Benoit Gold Watch,F,Cartier,black,17.0,27.0,6000.0
Rolex Daytona Chrono Steel Watch (116500LN),M,Rolex,steel,19.0,40.0,57500.0
Chanel Boyfriend Gold Watch (H6587),F,Chanel,black,16.0,24.5,8000.0
Rolex Datejust Combination Watch (69173),F,Rolex,yellow combination,15.0,26.0,5100.0
Breguet Classic Mother of Pearl Tender Dreams Diamond Gold Watch (9065),F,Breguet,other,18.0,34.0,20000.0
Rolex Yachtmaster 2 Chrono Combi Watch (116681),M,Rolex,pink combination,18.0,43.0,31800.0
Breitling Navitimer Steel Watch (A17325),M,BREITLING,navy,18.0,3.0,3200.0
Rolex Datejust 10P Combi Watch (179171),F,Rolex,pink combination,14.0,26.0,12650.0
Hublot Big Bang Ferrari Chrono Ceramic Watch (401.CQ.0129.VR),M,HUBLOT,black,18.0,46.0,18500.0
Rolex 10P Diamond Combi Watch (116233),Both,Rolex,yellow combination,16.0,3.0,11800.0
Hermes Nantucket Diamond Gold Watch (NA2.174),F,Hermes,white,15.0,20.0,11000.0
Audemars Piguet Royal Oak Steel Watch (15450),M,Audemars Piguet,steel,16.0,37.0,52000.0
Rolex Datejust Gold Watch (116135),M,Rolex,black,17.0,36.0,22000.0
Rolex Datejust 10P Diamond Combi Watch (126231),M,Rolex,pink combination,17.0,36.0,17500.0
Rolex Datejust 10P Diamond Combi Watch (116233),M,Rolex,yellow combination,16.0,36.0,12000.0
Rolex Yachtmaster 2 Gold Watch (116688),M,Rolex,yellow gold,17.0,43.0,56800.0
Rolex Datejust 10P Diamond Combi Watch (179171),F,Rolex,pink combination,16.0,26.0,11900.0
Rolex Datejust 10P Diamond Combi Watch (116233),M,Rolex,yellow combination,18.0,36.0,12600.0
Rolex Day Date Diamond Gold Watch (228235),M,Rolex,other,16.0,40.0,72000.0
Rolex GMT Master 2 Steel Watch (126710BLRO),M,Rolex,steel,16.0,40.0,29000.0
Rolex Datejust Diamond Combi Watch (178343),F,Rolex,yellow combination,15.0,31.0,13500.0
Rolex Combi Watch (69173),F,Rolex,yellow combination,14.0,26.0,7200.0
Rolex Datejust Combination Watch (126333),M,Rolex,yellow combination,17.0,41.0,18500.0
Rolex Seedweller Deepsea Steel Watch (126660),M,Rolex,steel,18.0,44.0,19500.0
Longines Master Collection Chrono Steel Watch (L2.773.4),M,LONGINES,grey,19.0,42.0,1950.0
Bulgari B.zero1 Watch (BZ22S),F,Bvlgari,other,14.0,22.0,585.0
Boucheron diamond steel watch,F,BOUCHERON,brown,14.0,18.0,2400.0
Cartier Longe Solo Gold Watch,F,Cartier,black,17.0,30.0,3400.0
Harry Winston Avenue Diamond Gold Watch (330LQW),F,HarryWinston,other,16.0,25.5,25500.0
Bvlgari Rectangle Steel Watch (RT39S),F,Bvlgari,white,17.0,26.0,665.0
Chaumet Class One Steel Watch,F,Chaumet,black,16.0,33.0,1425.0
Chopard Happy Diamond Moving Diamond Watch,F,Chopard,other,14.0,23.0,8075.0
Cartier Ballon Bleu Combi Watch (Medium),Both,Cartier,pink combination,17.0,36.0,9500.0
Rolex GMT Master 2 Steel Watch (126710BLNR),M,Rolex,steel,18.0,40.0,27000.0
Rolex Daytona Chrono Gold Watch (116528),M,Rolex,yellow gold,17.0,40.0,55000.0
Rolex Steel Diamond Watch (126234),M,Rolex,steel,18.0,36.0,15000.0
Rolex Combi Diamond Watch (279171),F,Rolex,pink combination,14.0,28.0,17500.0
Rolex Oyster Perpetual Steel Watch (116000),M,Rolex,steel,18.0,36.0,8500.0
Omega Constellation Combi Watch (123.20.24),F,OMEGA,yellow combination,14.0,24.0,2200.0
Cartier Ballon Blanc 1P Diamond Gold Watch (WGBL0005),F,Cartier,grey,17.0,30.0,8800.0
Cartier Solo Tank Gold Watch (Small),F,Cartier,dark blue,16.0,24.0,6000.0
Rolex Combi Watch (179173),F,Rolex,yellow combination,15.0,26.0,9100.0
Tag Heuer Aquaracer Steel Watch (WBD1110),M,Tagheuer,steel,18.0,41.0,1000.0
Omega Constellation Steel Watch (123.10.35),M,OMEGA,steel,19.0,35.0,1500.0
Tudor Black Bay Steel Watch (79030),M,TUDOR,steel,18.0,39.0,3500.0
Rolex Steel Diamond Watch (16234),M,Rolex,steel,18.0,36.0,7300.0
Longines Master Collection Chrono Steel Watch (L2.759.4),M,LONGINES,steel,17.0,42.0,1800.0
Omega Seamaster Diver 300 007 Edition Titanium Watch (210.92.42),M,OMEGA,other,22.0,4.0,8900.0
IWC Pilot Chrono Steel Watch (IW388104),M,IWC,steel,16.0,41.0,8200.0
Chopard Happy Sports Gold Moving Diamond Watch,F,Chopard,brown,16.0,30.0,12100.0
IWC Pilot Spitfire Chrono Gold Watch (IW387803),M,IWC,dark blue,19.0,43.0,16800.0
Harry Winston Avenue Diamond Gold Watch (330LQW),F,HarryWinston,other,16.0,28.5,19000.0
Audemars Piguet Royal Oak Steel Watch (15400ST),M,Audemars Piguet,steel,16.0,41.0,62500.0
Hermes Faubourg Diamond Gold Watch (FG4.174),F,Hermes,other,16.0,15.0,14000.0
Rolex Datejust Combination Watch (116233),M,Rolex,yellow combination,18.0,36.0,11200.0
Rolex Datejust 10P Diamond Combi Watch (126333),M,Rolex,yellow combination,17.0,41.0,20400.0
Rolex Daytona Chrono Pink Gold Watch (116505),M,Rolex,other,17.0,40.0,67500.0
Rolex 10P Diamond Gold Watch (179178),F,Rolex,yellow gold,16.0,2.0,19200.0
Rolex Submariner Steel Watch (116610LV),M,Rolex,steel,16.0,40.0,29300.0
Rolex Submariner Steel Watch (116610LV),M,Rolex,steel,18.0,40.0,29000.0
Rolex Combi Watch (279173),F,Rolex,yellow combination,16.0,2.0,12700.0
Gucci Gold Plated Watch (126.5),F,Gucci,white,19.0,27.0,550.0
Oris Williams Engine Steel Watch,M,Oris,steel,19.0,42.0,1000.0
Rolex Submariner Combi Diamond Watch (16613),M,Rolex,yellow combination,18.0,40.0,16000.0
Rolex Combi Diamond Watch (69173),F,Rolex,yellow combination,15.0,26.0,5900.0
Hermes H Hour Steel Watch (HH1.510),Both,Hermes,other,17.0,30.5,1800.0
Hermes Slim Dermes Steel Watch (CA2.210),F,Hermes,white,16.0,32.0,2200.0
Breitling Navitimer Chrono Steel Watch (AB0120),M,BREITLING,brown,18.0,43.0,7000.0
Breitling Superocean Heritage Watch (A17321),M,BREITLING,black,21.0,42.0,2900.0
Rolex GMT Master 2 Steel Watch (116710BLNR),M,Rolex,steel,18.0,40.0,19000.0
Cartier Santos Steel Watch,F,Cartier,steel,14.0,29.5,1800.0
Rolex Day Date Diamond Gold Watch (118235),M,Rolex,yellow gold,17.0,36.0,31000.0
Chanel J12 Diamond Ceramic Watch (H5705),Both,Chanel,white,15.0,39.0,7500.0
Montblanc Timewalker Chrono Steel Watch (116097),M,MontBlanc,brown,19.0,44.0,2000.0
Rolex Datejust 10P Diamond Combi Watch (116233),M,Rolex,yellow combination,17.0,36.0,11800.0
Zenith Captain Dual Time Watch,M,ZENITH,dark blue,17.0,40.0,5000.0
Baume & Mercier Linea Diamond Combination Watch,F,,steel,15.0,24.0,1150.0
Chanel J12 Diamond Ceramic Watch,M,Chanel,black,17.0,39.0,7030.0
Rolex Submariner Steel Watch (126610),M,Rolex,steel,20.0,41.0,23750.0
Baume & Mercier Riviera Steel Watch,M,,steel,18.0,38.0,600.0
Cartier Must Tank Silver Watch,F,Cartier,black,17.0,29.5,3420.0
Cartier Must Tank Silver Watch,F,Cartier,other,16.0,25.5,2565.0
Chanel Matrazé Steel Watch,F,Chanel,black,16.0,19.0,680.0
Chanel J12 Marine Ceramic Watch,Both,Chanel,black,17.0,39.0,3300.0
Cartier Solo Tank Steel Watch,F,Cartier,green,17.0,27.5,2700.0
Fendi Steel Watch (8100M),Both,Fendi,grey,18.0,37.0,450.0
Rolex GMT Master 2 Steel Watch (126710BLRO),M,Rolex,steel,16.0,40.0,30000.0
Hermes Cape Cod Two Strap Steel Watch (CC3.711),F,Hermes,black,15.0,35.0,2500.0
Bulgari B.zero1 Diamond Steel Watch (BZ22S),F,Bvlgari,steel,16.0,22.0,1900.0
Audemars Piguet Royal Oak Steel Watch (15450ST),Both,Audemars Piguet,steel,14.0,37.0,57000.0
Omega Seamaster Diver 300M Steel Watch (210.30.42),M,OMEGA,steel,17.0,42.0,4700.0
Cartier Ballon Bleu Diamond Steel Watch (W4BB0023),F,Cartier,steel,15.0,33.0,10000.0
Hermes H Hour Gold Plated Watch (HH1.201),F,Hermes,other,16.0,25.5,1150.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,14.0,22.5,2600.0
Burberry Steel Watch (14000L),F,BURBERRY,steel,15.0,22.5,180.0
Van Kleep & Arpels Alhambra Gold Watch (ARD22000),F,Van Cleef & Arpels,black,15.0,26.0,6900.0
Bulgari B.zero1 Diamond Watch (BZ22S),F,Bvlgari,steel,14.0,22.0,1250.0
ferragamo watch,F,Ferragamo,black,16.0,22.0,350.0
Cartier Tinoux Gold Watch,F,Cartier,brown,17.0,31.0,8000.0
Hermes H Hour Two Strap Gold Plated Watch (HH1.201),F,Hermes,other,15.0,25.5,1800.0
Bvlgari Gold Diamond Watch (BBP40GL),M,Bvlgari,black,20.0,40.0,11600.0
Hermes H Hour Diamond Watch (HH1.210),F,Hermes,black,16.0,21.0,2800.0
Chanel Premier Watches,F,Chanel,steel,17.0,23.0,2600.0
Cartier Ballon Bleu Steel Watch (Large),M,Cartier,steel,19.0,42.0,5300.0
Omega Seamaster Aqua Terra Steel Watch,F,OMEGA,steel,15.0,29.0,1200.0
Tag Heuer Autavia Bronze Watch (WBE5190),M,Tagheuer,other,20.0,43.0,2900.0
Vacheron Constantin Traditional Gold Watch,M,Vacheron constantin,black,19.0,38.0,22000.0
ferragamo steel watch,F,Ferragamo,other,15.0,25.0,420.0
Cartier Ballon Bleu Steel Watch (Small),F,Cartier,steel,15.0,28.0,4000.0
Breguet Classic Jubilee Gold Watch,M,Breguet,other,20.0,36.0,14400.0
Chanel J12 watch,F,Chanel,white,15.0,34.0,4500.0
Cartier Ballon Bleu Steel Diamond Watch (Small),F,Cartier,steel,17.0,28.0,4800.0
Rolex Submariner Steel Watch (126610LN),M,Rolex,steel,17.0,41.0,20000.0
Rolex Steel Diamond Watch (116234),M,Rolex,steel,18.0,36.0,12500.0
Gucci Steel Diamond Watch (125.5),F,Gucci,steel,15.0,23.0,250.0
Cartier Tank Francaise Diamond Gold Watch,Both,Cartier,other,16.0,27.5,12800.0
Breitling Navitimer Steel Watch (A17326),M,BREITLING,steel,15.0,41.0,4680.0
Rolex Combi Watch (179173),F,Rolex,yellow combination,16.0,26.0,9100.0
Gucci Two Strap Diamond Watch (134.5),F,Gucci,other,16.0,25.5,200.0
Rolex Combi Watch (126303),M,Rolex,yellow combination,19.0,41.0,14000.0
ferragamo watch,M,Ferragamo,black,19.0,40.0,550.0
Hermes Clipper Chrono Steel Watch (CL2.315),F,Hermes,black,15.0,33.0,950.0
Montblanc Star Steel Watch,M,MontBlanc,steel,18.0,41.0,1800.0
Tag Heuer Aquaracer Steel Watch (WBD1311),F,Tagheuer,steel,14.0,33.0,1250.0
Tudor Glamor Steel Watch (56000),M,TUDOR,steel,19.0,39.0,2200.0
Tag Heuer Carrera Chrono Steel Watch (CV2A1M),M,Tagheuer,steel,19.0,43.0,2150.0
Tag Heuer Aquaracer Steel Watch (WAY131K),F,Tagheuer,steel,14.0,35.0,850.0
Montblanc Tradition Steel Watch (7334),M,MontBlanc,black,20.0,40.0,1200.0
Tudor Diamond Combi Watch (12303),F,TUDOR,yellow combination,14.0,34.0,1450.0
Oris Ackers Steel Watch (7730),M,Oris,steel,19.0,43.0,950.0
Tudor Black Bay Steel Watch (79230),M,TUDOR,steel,16.0,41.0,3150.0
Tudor Black Bay Chrono Steel Watch (79350),M,TUDOR,other,17.0,41.0,3850.0
Tiffany Atlas Diamond Gold Watch,F,Tiffany,black,17.0,26.0,5300.0
Hermes Paprika Combi Watch (PA1.220),F,Hermes,black,16.0,21.0,635.0
TAG Heuer Formula 1 Watch (WAZ1110),M,Tagheuer,black,21.0,42.0,700.0
Cartier Tank Steel Chrono Watch,M,Cartier,steel,16.0,28.0,3100.0
Omega Seamaster Aqua Terra Steel Watch (220.10.41),M,OMEGA,steel,16.0,40.0,4900.0
Bvlgari Solotempo Steel Watch (ST35S),F,Bvlgari,steel,15.0,35.0,590.0
Hermes Asso Dia Steel Watch (AR5.430),Both,Hermes,white,19.0,36.0,4700.0
IWC Portupino Diamond Steel Watch (IW458102),M,IWC,black,18.0,37.0,4200.0
Cartier Tinoux Gold Watch,F,Cartier,dark blue,18.0,30.5,8800.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,16.0,25.5,1800.0
Hermes Nantucket Diamond Steel Watch (NA2.231),F,Hermes,blue,17.0,23.5,4700.0
Jaeger Lecoultre Master Ultra Thin Moon Phase Steel Watch (Q1258420),F,Jaeger leCoultre,black,20.0,33.0,7300.0
Cartier Pasha Grid Diamond Gold Watch,F,Cartier,other,18.0,32.0,7900.0
Omega Seamaster Planet Ocean Steel Watch (232.30.46),M,OMEGA,steel,19.0,44.0,3700.0
Cartier Panther Diamond Steel Watch,F,Cartier,steel,15.0,22.0,7300.0
Jaeger Lecoultre Rendezvous Diamond Steel Watch (Q3448110),Both,Jaeger leCoultre,steel,16.0,34.0,8000.0
Chanel Premier Diamond Steel Watch,F,Chanel,other,14.0,17.5,4200.0
Rolex Daytona Chrono Gold Watch (116505),M,Rolex,other,16.0,40.0,80000.0
Tag Heuer Carrera Steel Watch (WAR201E),M,Tagheuer,steel,17.0,40.0,1700.0
Breitling Transocean Gold Chrono Watch (RB0152),M,BREITLING,black,18.0,43.0,14500.0
Rolex Combi Diamond Watch (68273),F,Rolex,yellow combination,16.0,31.0,7500.0
ferragamo ceramic watch,F,Ferragamo,other,15.0,33.0,421.0
Tag Heuer Carrera Steel Chrono Watch (CAR2A11-2),M,Tagheuer,steel,18.0,43.0,3300.0
Chanel Code Coco Steel Diamond Watch,F,Chanel,steel,15.0,21.0,2900.0
Cartier Tank Steel Watch (Small),F,Cartier,steel,14.0,20.0,3050.0
Cartier Must Tank Watch,F,Cartier,other,15.0,22.0,2300.0
Tag Heuer Professional Steel Watch (999.213K),F,Tagheuer,steel,15.0,34.0,800.0
Cartier Caliber Steel Watch,M,Cartier,steel,17.0,42.0,4600.0
Chaumet Class One Watch,F,Chaumet,other,14.0,33.0,1400.0
TAG Heuer Grand Carrera Watch (WAV5111),M,Tagheuer,steel,18.0,43.0,1950.0
Cartier Toner Diamond Gold Watch,F,Cartier,other,15.0,26.5,10800.0
Cartier Anglaise Gold Watch,F,Cartier,black,16.0,23.0,6150.0
Cartier Anglaise Diamond Gold Watch,F,Cartier,other,13.0,22.5,11700.0
Tiffany Atlas Chrono Steel Watch,Both,Tiffany,steel,15.0,35.0,840.0
Hermes Clipper Chrono Steel Watch (CP1.910),F,Hermes,black,18.0,44.0,2200.0
Tiffany Gemea Diamond Gold Watch,F,Tiffany,black,16.0,1.5,3200.0
Bulgari Ergon Steel Watch (EG30S),F,Bvlgari,black,16.0,30.0,650.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,brown,16.0,11.5,1530.0
Rolex Datejust 10P Diamond Combi Watch (279171),F,Rolex,pink combination,15.0,28.0,19400.0
Breitling Navitimer Chrono Steel Watch (A23322),M,BREITLING,steel,17.0,41.0,4700.0
Hermes H Hour Two Strap Steel Watch (HH1.210),F,Hermes,brown,15.0,21.0,1300.0
Baume & Mercier Promes steel watch,F,,other,17.0,34.0,1000.0
Tag Heuer Aquaracer GMT Watch (WAY201T-0),M,Tagheuer,steel,17.0,44.0,2300.0
Piaget Limelight Diamond Gold Watch,F,Piaget,white,16.0,26.0,9500.0
Tiffany Cocktail Diamond Gold Watch (35065253),F,Tiffany,black,16.0,27.5,15500.0
Cartier Santos Steel Watch (Small),F,Cartier,steel,13.0,24.0,3400.0
Bvlgari Lucea Combi Watch (LUP33SG),F,Bvlgari,other,14.0,33.0,6200.0
Rolex Combi Diamond Watch (16233),M,Rolex,yellow combination,18.0,36.0,7800.0
Rolex Combi Diamond Watch (116243),M,Rolex,yellow combination,17.0,36.0,18000.0
Rolex Steel Diamond Watch (279384RBR),F,Rolex,steel,13.0,28.0,20500.0
Cartier Panther Steel Watch,F,Cartier,steel,15.0,26.0,2690.0
Omega Deville Steel Watch (424.10.40),M,OMEGA,steel,19.0,40.0,3700.0
Rolex Datejust Steel Watch (116234),M,Rolex,steel,15.0,36.0,10000.0
IWC Portupino Chrono Steel Watch (IW391009),M,IWC,steel,19.0,42.0,4500.0
